name,year_start,year_end,position,height,weight,birth_date,college,id,Player,collage,born,birth_city,birth_state
Dave Deutsch,1967,1967,G,185,77,May 13, 1945,University of Rochester,680,Dave Deutsch,University of Rochester,1945,Brooklyn,New York
Corky Devlin,1956,1958,G,196,88,December 21, 1931,George Washington University,394,Corky Devlin,George Washington University,1931,,
Hank DeZonie,1951,1951,C-F,198,97,February 12, 1922,Clark Atlanta University,234,Hank DeZonie,Clark Atlanta University,1922,,
Derrick Dial,2000,2004,G,193,83,December 20, 1975,Eastern Michigan University,2665,Derrick Dial,Eastern Michigan University,1975,Detroit,Michigan
Cheick Diallo,2017,2018,F,206,99,September 13, 1996,University of Kansas,3850,Cheick Diallo,University of Kansas,1996,Kayes,Mali
Boris Diaw,2004,2017,F-C,203,113,April 16, 1982,,2925,Boris Diaw,,1982,Cormeille-en-Parisis,France
Yakhouba Diawara,2007,2010,G-F,201,102,August 29, 1982,Pepperdine University,3146,Yakhouba Diawara,Pepperdine University,1982,Paris,France
Guillermo Diaz,2008,2008,G,188,87,March 4, 1985,University of Miami,3218,Guillermo Diaz,University of Miami,1985,San Juan,Puerto Rico
Dan Dickau,2003,2008,G,183,86,September 16, 1978,Gonzaga University,2855,Dan Dickau,Gonzaga University,1978,Portland,Oregon
Kaniel Dickens,2004,2008,F,203,97,July 21, 1978,University of Idaho,2926,Kaniel Dickens,University of Idaho,1978,Denver,Colorado
Henry Dickerson,1976,1977,G,193,86,November 27, 1951,University of Charleston,1081,Henry Dickerson,University of Charleston,1951,Berkley,West Virginia
Michael Dickerson,1999,2003,G-F,196,86,June 25, 1975,University of Arizona,2594,Michael Dickerson,University of Arizona,1975,Greenville,South Carolina
Clyde Dickey,1975,1975,G,6-3,185,December 14, 1951,Boise State University
Derrek Dickey,1974,1978,F,201,98,March 20, 1951,University of Cincinnati,990,Derrek Dickey,University of Cincinnati,1951,Cincinnati,Ohio
Dick Dickey,1952,1952,G,185,79,October 26, 1926,North Carolina State University,260,Dick Dickey,North Carolina State University,1926,Grant County,Indiana
John Dickson,1968,1968,C,6-10,240,November 18, 1945,Arkansas State University
Travis Diener,2006,2010,G,185,79,March 1, 1982,Marquette University,3055,Travis Diener,Marquette University,1982,Fond du Lac,Wisconsin
Gorgui Dieng,2014,2018,C,211,109,January 18, 1990,University of Louisville,3631,Gorgui Dieng,University of Louisville,1990,Kebemer,Senegal
Connie Dierking,1959,1971,C-F,206,100,October 2, 1936,University of Cincinnati,471,Connie Dierking,University of Cincinnati,1936,Brooklyn,New York
Coby Dietrick,1971,1983,C-F,208,99,July 23, 1948,San Jose State University,1144,Coby Dietrick,San Jose State University,1948,Riverside,California
Ernie DiGregorio,1974,1978,G,183,81,January 15, 1951,Providence College,991,Ernie DiGregorio,Providence College,1951,North Providence,Rhode Island
Craig Dill,1968,1968,C,6-11,215,December 17, 1944,University of Michigan
Dwaine Dillard,1976,1976,F,6-6,230,March 9, 1949,Eastern Michigan University
Mickey Dillard,1982,1982,G,190,77,October 15, 1958,Florida State University,1485,Mickey Dillard,Florida State University,1958,Hollywood,Florida
Bob Dille,1947,1947,F,6-3,190,July 2, 1917,Valparaiso University
Hook Dillon,1950,1950,F,190,81,January 8, 1924,University of North Carolina,40,Hook Dillon,University of North Carolina,1924,Savannah,Georgia
Byron Dinkins,1990,1991,G,185,77,June 15, 1967,University of North Carolina at Charlotte,1982,Byron Dinkins,University of North Carolina at Charlotte,1967,Charlotte,North Carolina
Jackie Dinkins,1972,1972,F,196,95,January 22, 1950,Voorhees College,893,Jackie Dinkins,Voorhees College,1950,,
Harry Dinnel,1968,1968,F-G,6-4,200,,Pepperdine University
Bill Dinwiddie,1968,1972,F,201,99,July 15, 1943,New Mexico Highlands University,710,Bill Dinwiddie,New Mexico Highlands University,1943,,
Spencer Dinwiddie,2015,2018,G,198,90,April 6, 1993,University of Colorado,3699,Spencer Dinwiddie,University of Colorado,1993,Los Angeles,California
Ike Diogu,2006,2012,F,203,113,September 11, 1983,Arizona State University,3056,Ike Diogu,Arizona State University,1983,Buffalo,New York
DeSagana Diop,2002,2013,C,213,136,January 30, 1982,,2800,DeSagana Diop,,1982,Dakar,Senegal
Terry Dischinger,1963,1973,F-G,201,85,November 21, 1940,Purdue University,570,Terry Dischinger,Purdue University,1940,Terre Haute,Indiana
Fred Diute,1955,1955,G,190,95,January 9, 1929,St. Bonaventure University,361,Fred Diute,St. Bonaventure University,1929,,
Vlade Divac,1990,2005,C,216,110,February 3, 1968,,1983,Vlade Divac,,1968,Prijepolje,Serbia
Juan Dixon,2003,2009,G,190,74,October 9, 1978,University of Maryland,2856,Juan Dixon,University of Maryland,1978,Baltimore,Maryland
Aleksandar Djordjevic,1997,1997,G,188,89,August 26, 1967,,2463,Aleksandar Djordjevic,,1967,Belgrade,Serbia
Earl Dodd,1950,1950,F,196,79,November 1, 1924,Truman State University,41,Earl Dodd,Truman State University,1924,,
Michael Doleac,1999,2008,C,211,118,June 15, 1977,University of Utah,2595,Michael Doleac,University of Utah,1977,San Antonio,Texas
Joe Dolhon,1950,1951,G,183,79,July 9, 1927,New York University,42,Joe Dolhon,New York University,1927,,
Bob Doll,1947,1950,F-C,196,88,August 10, 1919,University of Colorado,43,Bob Doll,University of Colorado,1919,Steamboat Springs,Colorado
James Donaldson,1981,1995,C,218,124,August 16, 1957,Washington State University,1405,James Donaldson,Washington State University,1957,Heacham,United Kingdom
Bob Donham,1951,1954,G-F,188,86,October 11, 1926,Ohio State University,235,Bob Donham,Ohio State University,1926,,
Billy Donovan,1988,1988,G,180,77,May 30, 1965,Providence College,1841,Billy Donovan,Providence College,1965,Rockville Centre,New York
Harry Donovan,1950,1950,G,188,81,September 10, 1926,Muhlenberg College,44,Harry Donovan,Muhlenberg College,1926,Union City,New Jersey
Keyon Dooling,2001,2013,G,190,88,May 8, 1980,University of Missouri,2718,Keyon Dooling,University of Missouri,1980,Ft. Lauderdale,Florida
Jacky Dorsey,1978,1981,F,201,104,December 18, 1954,University of Georgia,1246,Jacky Dorsey,University of Georgia,1954,Atlanta,Georgia
Joey Dorsey,2009,2015,F,203,121,December 16, 1983,University of Memphis,3278,Joey Dorsey,University of Memphis,1983,Baltimore,Maryland
Ron Dorsey,1972,1972,F,6-4,200,October 10, 1948,Tennessee State University
Tyler Dorsey,2018,2018,G,6-5,183,February 14, 1996,University of Oregon
Damyean Dotson,2018,2018,G,6-6,205,May 6, 1994,University of Houston
Quincy Douby,2007,2009,G,190,79,May 16, 1984,Rutgers University,3147,Quincy Douby,Rutgers University,1984,Brooklyn,New York
Bruce Douglas,1987,1987,G,190,88,April 9, 1964,University of Illinois at Urbana-Champaign,1780,Bruce Douglas,University of Illinois at Urbana-Champaign,1964,Quincy,Illinois
John Douglas,1982,1983,G,188,77,June 12, 1956,University of Kansas,1486,John Douglas,University of Kansas,1956,Town Creek,Alabama
Leon Douglas,1977,1983,C-F,208,104,August 26, 1954,University of Alabama,1145,Leon Douglas,University of Alabama,1954,Leighton,Alabama
Sherman Douglas,1990,2001,G,183,81,September 15, 1966,Syracuse University,1984,Sherman Douglas,Syracuse University,1966,Washington,District of Columbia
Toney Douglas,2010,2017,G,188,88,March 16, 1986,Florida State University,3346,Toney Douglas,Florida State University,1986,Jonesboro,Georgia
Chris Douglas-Roberts,2009,2015,G,201,90,January 8, 1987,University of Memphis,3279,Chris Douglas-Roberts,University of Memphis,1987,Detroit,Michigan
Sonny Dove,1968,1972,F,201,89,August 16, 1945,St. John's University,711,Sonny Dove,St. John's University,1945,Brooklyn,New York
Jerry Dover,1972,1972,G,5-7,155,October 16, 1949,LeMoyne-Owen College
Zabian Dowdell,2011,2011,G,190,86,September 10, 1984,Virginia Polytechnic Institute and State University,3402,Zabian Dowdell,Virginia Polytechnic Institute and State University,1984,Pahokee,Florida
Bill Downey,1948,1948,C,6-6,210,November 11, 1923,Marquette University
Steve Downing,1974,1975,C,203,102,September 9, 1950,Indiana University,992,Steve Downing,Indiana University,1950,Indianapolis,Indiana
Danny Doyle,1963,1963,F,203,90,February 6, 1940,Belmont Abbey College,571,Danny Doyle,Belmont Abbey College,1940,Long Island City,New York
Terry Dozier,1990,1990,F,206,95,June 29, 1966,University of South Carolina,1985,Terry Dozier,University of South Carolina,1966,Baltimore,Maryland
Goran Dragic,2009,2018,G,190,86,May 6, 1986,,3280,Goran Dragic,,1986,Ljubljana,Slovenia
Zoran Dragic,2015,2015,G-F,196,90,June 22, 1989,,3700,Zoran Dragic,,1989,Ljubljana,Slovenia
Greg Dreiling,1987,1997,C,216,113,November 7, 1962,University of Kansas,1781,Greg Dreiling,University of Kansas,1962,Wichita,Kansas
Bryce Drew,1999,2004,G,188,83,September 21, 1974,Valparaiso University,2596,Bryce Drew,Valparaiso University,1974,Baton Rouge,Louisiana
John Drew,1975,1985,F-G,198,92,September 30, 1954,Gardner-Webb University,1031,John Drew,Gardner-Webb University,1954,Vredenburgh,Alabama
Larry Drew,1981,1991,G,185,77,April 2, 1958,University of Missouri,1406,Larry Drew,University of Missouri,1958,Kansas City,Kansas
Larry Drew,2015,2015,G,185,77,March 5, 1990,University of California, Los Angeles,1406,Larry Drew,University of Missouri,1958,Kansas City,Kansas
Clyde Drexler,1984,1998,G,6-7,210,June 22, 1962,University of Houston
Nate Driggers,1997,1997,G,196,97,October 12, 1973,University of Montevallo,2464,Nate Driggers,University of Montevallo,1973,Chicago,Illinois
Terry Driscoll,1971,1975,F,201,97,August 28, 1947,Boston College,833,Terry Driscoll,Boston College,1947,Winthrop,Massachusetts
Predrag Drobnjak,2002,2005,C,211,122,October 27, 1975,,2801,Predrag Drobnjak,,1975,Bijelo Polje,Montenegro
Ralph Drollinger,1981,1981,C,218,113,April 20, 1954,University of California, Los Angeles,1407,Ralph Drollinger,University of California, Los Angeles,1954,La Mesa,California
Andre Drummond,2013,2018,C,211,126,August 10, 1993,University of Connecticut,3545,Andre Drummond,University of Connecticut,1993,Mount Vernon,New York
Dick Duckett,1958,1958,G,185,83,March 25, 1933,St. John's University,446,Dick Duckett,St. John's University,1933,,
Kevin Duckworth,1987,1997,C,213,124,April 1, 1964,Eastern Illinois University,1782,Kevin Duckworth,Eastern Illinois University,1964,Harvey,Illinois
Charles Dudley,1973,1979,G,188,81,March 5, 1950,University of Washington,941,Charles Dudley,University of Washington,1950,Harrisburg,Pennsylvania
Chris Dudley,1988,2003,C,188,81,February 22, 1965,Yale University,1842,Chris Dudley,University of Washington,1950,Harrisburg,Pennsylvania
Jared Dudley,2008,2018,F-G,201,102,July 10, 1985,Boston College,3219,Jared Dudley,Boston College,1985,San Diego,California
Terry Duerod,1980,1983,G,188,81,July 29, 1956,University of Detroit Mercy,1353,Terry Duerod,University of Detroit Mercy,1956,Royal Oak,Michigan
Bob Duffy,1947,1947,F,193,79,July 5, 1922,Tulane University,572,Bob Duffy,Tulane University,1922,,
Bob Duffy,1963,1965,G,193,79,September 26, 1940,Colgate University,572,Bob Duffy,Tulane University,1922,,
Chris Duhon,2005,2013,G,185,83,August 31, 1982,Duke University,2991,Chris Duhon,Duke University,1982,Mamou,Louisiana
Duje Dukan,2016,2016,F,206,99,December 4, 1991,University of Wisconsin,3775,Duje Dukan,University of Wisconsin,1991,Split,Croatia
Walter Dukes,1956,1963,C,213,99,June 23, 1930,Seton Hall University,395,Walter Dukes,Seton Hall University,1930,Rochester,New York
Joe Dumars,1986,1999,G,6-3,190,May 24, 1963,McNeese State University
Rich Dumas,1969,1969,G,6-3,170,,Northeastern State University
Richard Dumas,1993,1996,F,190,77,May 19, 1969,Oklahoma State University,2196,Richard Dumas,Northeastern State University,1970,,
Tony Dumas,1995,1998,G,198,86,August 25, 1972,University of Missouri-Kansas City,2326,Tony Dumas,University of Missouri-Kansas City,1972,Chicago,Illinois
Andy Duncan,1949,1951,F-C,198,88,April 17, 1922,College of William & Mary,45,Andy Duncan,College of William & Mary,1922,,
Tim Duncan,1998,2016,F-C,211,113,April 25, 1976,Wake Forest University,2535,Tim Duncan,Wake Forest University,1976,St. Croix,U.S. Virgin Islands
Mike Dunleavy,1977,1990,G,190,81,March 21, 1954,University of South Carolina,1146,Mike Dunleavy,University of South Carolina,1954,Brooklyn,New York
Mike Dunleavy,2003,2017,F-G,190,81,September 15, 1980,Duke University,1146,Mike Dunleavy,University of South Carolina,1954,Brooklyn,New York
Kris Dunn,2017,2018,G,193,95,March 18, 1994,Providence College,3851,Kris Dunn,Providence College,1994,New London,Connecticut
Pat Dunn,1958,1958,G,188,77,March 17, 1931,Utah State University,447,Pat Dunn,Utah State University,1931,,
T.R. Dunn,1978,1991,G-F,201,104,February 1, 1955,University of Alabama,1247,T.R. Dunn,,1954,,
Ronald Dupree,2004,2011,F,201,94,January 26, 1981,Louisiana State University,2927,Ronald Dupree,Louisiana State University,1981,Biloxi,Mississippi
Kevin Durant,2008,2018,F-G,206,108,September 29, 1988,University of Texas at Austin,3220,Kevin Durant,University of Texas at Austin,1988,Washington,District of Columbia
John Duren,1981,1983,G,190,88,October 30, 1958,Georgetown University,1408,John Duren,Georgetown University,1958,Washington,District of Columbia
Jarrett Durham,1972,1972,F,6-5,188,August 22, 1949,Duquesne University
Pat Durham,1993,1995,F,201,95,March 10, 1967,Colorado State University,2197,Pat Durham,Colorado State University,1967,Dallas,Texas
Devin Durrant,1985,1986,F,201,90,October 20, 1960,Brigham Young University,1663,Devin Durrant,Brigham Young University,1960,Provo,Utah
Ken Durrett,1972,1975,F,201,86,December 8, 1948,La Salle University,894,Ken Durrett,La Salle University,1948,Pittsburgh,Pennsylvania
Dennis DuVal,1975,1976,G,190,79,March 31, 1952,Syracuse University,1032,Dennis DuVal,Syracuse University,1952,Westbury,New York
Jack Dwan,1949,1949,F-G,6-4,200,May 3, 1921,Loyola University of Chicago
Craig Dykema,1982,1982,F,203,86,June 11, 1959,California State University, Long Beach,1487,Craig Dykema,California State University, Long Beach,1959,Lakewood,California
Gene Dyker,1954,1954,F,198,102,February 17, 1930,DePaul University,326,Gene Dyker,DePaul University,1930,,
Jerome Dyson,2012,2012,G,190,81,May 1, 1987,University of Connecticut,3463,Jerome Dyson,University of Connecticut,1987,Rockville,Maryland
Ledell Eackles,1989,1998,G-F,196,99,November 24, 1966,University of New Orleans,1904,Ledell Eackles,University of New Orleans,1966,Baton Rouge,Louisiana
Jim Eakins,1969,1978,C,211,97,May 24, 1946,Brigham Young University,1147,Jim Eakins,Brigham Young University,1946,Sacramento,California
Acie Earl,1994,1997,F-C,208,108,June 23, 1970,University of Iowa,2260,Acie Earl,University of Iowa,1970,Peoria,Illinois
Ed Earle,1954,1954,F,190,86,April 28, 1927,Loyola University of Chicago,327,Ed Earle,Loyola University of Chicago,1927,,
Cleanthony Early,2015,2016,F,203,95,April 17, 1991,Wichita State University,3701,Cleanthony Early,Wichita State University,1991,Middletown,New York
Penny Early,1969,1969,G,5-3,114,May 30, 1943,
Mark Eaton,1983,1993,C,224,124,January 24, 1957,University of California, Los Angeles,1540,Mark Eaton,University of California, Los Angeles,1957,Westminster,California
Jerry Eaves,1983,1987,G,193,81,February 8, 1959,University of Louisville,1541,Jerry Eaves,University of Louisville,1959,Louisville,Kentucky
Devin Ebanks,2011,2013,F,206,97,October 28, 1989,West Virginia University,3403,Devin Ebanks,West Virginia University,1989,Queens,New York
Bill Ebben,1958,1958,G,193,86,October 7, 1935,University of Detroit Mercy,448,Bill Ebben,University of Detroit Mercy,1935,,
Al Eberhard,1975,1978,F,198,102,May 10, 1952,University of Missouri,1033,Al Eberhard,University of Missouri,1952,Cedar Rapids,Iowa
Ndudi Ebi,2004,2005,F,206,90,June 18, 1984,,2928,Ndudi Ebi,,1984,London,United Kingdom
Roy Ebron,1974,1974,C,6-9,220,August 31, 1951,University of Louisiana at Lafayette
Jarell Eddie,2016,2017,G-F,201,98,October 30, 1991,Virginia Polytechnic Institute and State University,3776,Jarell Eddie,Virginia Polytechnic Institute and State University,1991,Tampa,Florida
Patrick Eddie,1992,1992,C,211,108,December 27, 1967,University of Mississippi,2139,Patrick Eddie,University of Mississippi,1967,Milwaukee,Wisconsin
Dike Eddleman,1950,1953,F-G,190,85,December 27, 1922,University of Illinois at Urbana-Champaign,46,Dike Eddleman,University of Illinois at Urbana-Champaign,1922,Centralia,Illinois
Kenton Edelin,1985,1985,F,203,92,May 24, 1962,University of Virginia,1664,Kenton Edelin,University of Virginia,1962,Heidelburg,Germany
Charles Edge,1974,1975,F,6-6,210,February 23, 1950,LeMoyne-Owen College
Bobby Edmonds,1968,1970,F,6-6,220,March 8, 1941,Tennessee State University
Keith Edmonson,1983,1984,G,196,88,September 28, 1960,Purdue University,1542,Keith Edmonson,Purdue University,1960,Gulfport,Mississippi
Tyus Edney,1996,2001,G,178,68,February 14, 1973,University of California, Los Angeles,2397,Tyus Edney,University of California, Los Angeles,1973,Gardena,California
